YEAR,DATE,AGUASCALIENTES,BAJA_CALIFORNIA,BAJA_CALIFORNIA_SUR,CAMPECHE,CHIAPAS,CHIHUAHUA,COAHUILA,COLIMA,DISTRITO_FEDERAL,DURANGO,GUANAJUATO,GUERRERO,HIDALGO,JALISCO,MEXICO,MICHOACAN,MORELOS,NAYARIT,NUEVO_LEON,OAXACA,PUEBLA,QUERETARO,QUINTANA_ROO,SAN_LUIS_POTOSI,SINALOA,SONORA,TABASCO,TAMAULIPAS,TLAXCALA,VERACRUZ,YUCATAN,ZACATECAS
2017,21/10/2017,0,0,3,0,8,0,4,0,0,79,364,11,12,18,0,10,1,0,95,13,42,0,0,3,0,3,0,14,0,26,2,0
2017,28/10/2017,0,2,1,0,10,4,8,2,0,32,292,2,47,28,2,10,0,1,121,4,11,1,2,9,7,13,0,28,0,71,1,0
2017,4/11/2017,0,0,0,0,2,3,5,1,0,56,155,1,1,9,0,2,0,0,27,8,38,1,0,5,0,1,0,4,0,30,1,0
2017,11/11/2017,0,0,2,0,11,2,1,1,0,2,278,0,2,83,2,17,0,0,4,0,25,1,1,3,0,3,1,8,0,31,1,0
2017,18/11/2017,0,0,0,0,6,0,3,1,0,1,214,0,1,28,0,8,2,0,47,2,14,1,3,3,0,2,2,18,0,25,0,0
2017,25/11/2017,0,1,1,0,10,0,1,2,0,3,156,1,0,116,0,6,0,1,30,2,10,13,0,1,2,0,0,8,0,29,1,0
2017,2/12/2017,0,0,0,0,1,0,2,1,0,8,83,0,0,91,0,15,2,0,29,1,4,2,3,1,0,0,1,11,0,17,0,0
2017,9/12/2017,0,0,0,0,4,0,0,0,0,5,55,1,1,67,123,9,0,0,17,3,8,1,0,0,1,0,0,12,0,13,0,0
2017,16/12/2017,0,0,0,0,1,0,9,1,0,0,15,0,0,64,112,6,1,4,22,0,1,0,1,1,0,0,0,3,0,17,0,0
2017,23/12/2017,0,0,0,0,2,0,2,0,0,0,3,1,0,14,0,0,0,0,7,0,0,0,0,1,0,0,0,1,0,5,1,0
2017,30/12/2017,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,6/1/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,13/01/2018,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2018,20/01/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
2018,27/01/2018,0,0,0,0,6,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,3/2/2018,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,10/2/2018,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,17/02/2018,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,24/02/2018,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,3/3/2018,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,10/3/2018,0,0,0,0,2,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,17/03/2018,0,0,0,0,5,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
2018,24/03/2018,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,31/03/2018,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,7/4/2018,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,14/04/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,21/04/2018,0,0,0,0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,28/04/2018,0,0,0,0,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,6,0,0
2018,5/5/2018,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2018,12/5/2018,0,0,0,0,6,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2018,19/05/2018,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,3,0,0,0,4,0,11,0,0
2018,26/05/2018,0,0,0,0,7,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0
2018,2/6/2018,0,0,0,0,11,0,0,0,0,0,0,1,0,18,2,1,0,1,0,0,1,0,0,5,0,0,0,0,0,5,0,0
2018,9/6/2018,0,0,0,0,21,0,0,0,0,0,1,0,0,12,8,0,0,1,0,0,1,0,1,4,1,0,0,2,0,24,0,0
2018,16/06/2018,0,0,0,0,31,0,0,0,0,0,1,0,1,10,2,7,0,0,0,0,0,0,0,11,0,0,0,3,0,17,0,0
2018,23/06/2018,0,0,0,0,24,0,0,1,0,0,2,0,0,12,14,5,0,0,2,2,3,0,2,8,0,0,1,4,0,23,0,0
2018,30/06/2018,0,0,0,0,18,0,0,0,0,0,2,1,0,8,7,4,0,0,0,1,2,0,1,19,0,0,0,1,0,15,0,0
2018,7/7/2018,0,0,0,0,50,0,0,0,0,0,0,0,1,13,1,19,0,0,2,1,1,0,3,11,0,0,0,15,0,18,0,0
2018,14/07/2018,0,0,1,0,22,0,0,0,0,0,0,0,0,5,0,4,0,0,1,0,0,0,2,5,0,0,0,1,0,11,0,0
2018,21/07/2018,0,0,0,0,20,0,0,1,0,0,1,0,0,25,7,5,4,0,1,1,3,0,1,3,0,0,0,1,0,26,0,0
2018,28/07/2018,0,0,0,0,21,0,0,0,0,0,0,6,0,18,9,9,0,0,3,3,0,0,1,12,0,0,0,5,0,17,0,0
2018,4/8/2018,0,0,1,0,16,0,0,0,0,0,0,1,0,31,2,3,0,0,6,3,2,0,2,20,1,0,0,4,0,56,0,0
2018,11/8/2018,0,0,1,0,27,0,0,1,0,0,0,1,0,23,3,12,1,2,4,1,0,0,5,1,0,0,3,0,0,23,0,0
2018,18/08/2018,0,0,4,0,21,0,0,0,0,2,0,0,2,48,1,1,1,0,17,0,1,0,1,13,2,0,0,3,0,60,0,0
2018,25/08/2018,0,0,0,0,20,0,0,1,0,0,1,2,11,36,3,7,0,0,21,3,14,0,2,19,10,0,0,3,0,78,0,0
2018,1/9/2018,0,0,8,0,20,0,0,1,0,0,3,2,8,53,9,6,0,1,15,2,0,0,1,8,4,0,0,6,0,65,0,0
2018,8/9/2018,0,0,3,0,33,0,0,0,0,0,2,0,16,95,0,8,0,0,23,1,13,0,5,34,0,0,0,0,0,44,0,0
2018,15/09/2018,0,1,14,0,45,0,3,0,0,0,2,3,17,99,0,9,0,3,16,4,5,0,3,38,7,0,2,4,0,167,0,1
2018,22/09/2018,0,0,19,0,41,0,8,0,0,4,2,5,20,88,3,10,6,0,14,6,4,2,3,35,3,1,4,0,0,97,0,0
2018,29/09/2018,0,0,11,0,51,0,0,2,0,0,1,2,5,157,14,12,3,4,35,0,9,0,5,43,7,0,0,9,0,180,0,1
2018,6/10/2018,0,0,15,0,44,0,8,10,0,1,1,1,5,111,6,21,0,5,24,43,5,0,4,73,7,3,9,32,0,161,0,0
2018,13/10/2018,0,0,14,0,36,0,10,2,0,0,4,1,8,97,4,24,1,4,37,30,9,0,3,20,6,0,3,18,0,118,2,0
2018,20/10/2018,0,1,11,0,11,0,18,7,0,0,5,0,5,121,0,13,1,4,19,7,9,0,3,16,4,7,4,6,0,172,0,0
2018,27/10/2018,0,1,10,0,30,0,0,0,0,0,4,1,11,230,6,18,0,6,59,13,14,0,10,48,3,2,3,6,0,52,2,1
2018,3/11/2018,0,0,6,0,25,0,0,3,0,0,1,5,6,110,0,18,0,12,22,7,3,0,10,56,3,0,1,9,0,88,0,0
2018,10/11/2018,0,1,6,0,14,0,4,1,0,0,1,13,6,189,0,13,0,0,41,7,4,0,13,22,4,5,3,2,0,224,3,0
2018,17/11/2018,0,0,3,0,9,0,1,3,0,0,0,1,4,46,0,22,0,9,14,12,8,0,22,55,15,0,3,10,0,118,0,0
2018,24/11/2018,0,0,2,0,11,0,1,3,0,0,1,3,3,165,0,11,0,7,49,7,9,0,16,10,15,2,3,12,0,81,1,0
2018,1/12/2018,0,0,4,0,7,0,0,0,0,0,1,2,0,130,1,14,0,3,4,10,0,0,7,19,0,2,8,5,0,56,1,0
2018,8/12/2018,0,0,3,0,6,0,4,2,0,0,0,4,3,108,0,5,0,4,24,4,6,0,1,4,4,0,4,9,0,36,2,0
2018,15/12/2018,0,0,8,0,5,0,0,0,0,0,0,3,0,52,0,10,1,2,32,8,0,0,12,8,0,2,1,0,0,105,0,0
2018,22/12/2018,0,0,1,0,5,0,0,2,0,0,0,0,0,44,0,6,1,0,0,2,1,0,11,4,0,1,1,0,0,24,2,0
2018,29/12/2018,0,0,5,0,7,0,0,1,0,0,0,0,0,1,0,6,0,2,49,0,1,0,10,1,0,0,3,0,0,46,0,0
2019,5/1/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,12/1/2019,0,0,1,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,6,0,0,0,5,0,0,0,0,0
2019,19/01/2019,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,1,0,4,0,0,1,0,13,3,2,0,6,0,0,15,1,0
2019,26/01/2019,0,0,0,0,7,0,0,0,0,0,0,1,0,6,0,9,0,0,0,0,0,0,4,4,3,0,7,4,0,30,0,0
2019,2/2/2019,0,0,0,0,4,0,0,1,0,0,0,0,0,21,0,7,0,1,1,0,0,0,8,2,3,0,9,0,0,14,0,0
2019,9/2/2019,0,0,0,0,15,0,0,0,0,0,0,1,0,7,0,18,1,0,0,1,0,0,8,6,0,0,5,1,0,29,1,0
2019,16/02/2019,0,0,0,0,6,0,0,3,0,0,0,0,0,6,0,6,0,1,0,3,0,0,9,1,1,0,6,3,0,20,1,0
2019,23/02/2019,0,0,0,0,6,0,0,2,0,0,0,0,0,9,0,1,0,0,0,2,0,0,11,0,0,0,4,3,0,14,0,0
2019,2/3/2019,0,0,0,0,3,0,0,1,0,0,0,0,0,10,0,2,0,1,0,0,0,0,10,3,2,0,7,0,0,18,0,0
2019,9/3/2019,0,0,0,0,12,0,0,2,0,0,0,0,0,7,1,2,1,1,0,2,1,0,5,1,1,0,0,4,0,16,0,0
2019,16/03/2019,0,0,0,0,3,0,0,5,0,0,0,0,0,12,0,14,0,2,0,2,2,0,10,0,1,0,4,1,0,15,0,0
2019,23/03/2019,0,0,0,0,5,0,0,1,0,0,0,0,0,8,0,4,2,0,0,0,0,0,7,2,2,0,0,3,0,10,0,0
2019,30/03/2019,0,0,1,0,4,0,0,1,0,0,0,0,0,7,0,16,0,0,0,1,0,0,9,2,2,0,3,0,0,15,0,0
2019,6/4/2019,0,0,1,0,3,0,0,1,0,0,0,1,0,8,0,6,0,0,0,1,0,0,4,0,4,0,4,1,0,22,1,0
2019,13/04/2019,0,0,0,0,5,0,0,0,0,0,0,0,1,9,0,13,0,2,1,4,0,0,7,1,0,0,9,0,0,10,0,0
2019,20/04/2019,0,0,0,2,9,0,0,0,0,0,0,0,0,4,0,1,0,1,0,2,0,0,10,0,0,0,16,0,0,14,0,0
2019,27/04/2019,0,0,0,1,3,0,0,1,0,0,0,0,0,11,0,12,0,1,0,3,1,0,8,0,0,0,9,1,0,21,0,0
2019,4/5/2019,0,0,0,0,7,0,0,1,0,0,0,0,0,6,0,4,0,2,0,0,0,0,7,2,1,0,9,0,0,2,1,0
2019,11/5/2019,0,0,0,0,14,0,0,0,0,0,0,0,1,1,2,7,2,0,0,4,3,0,10,3,0,0,7,1,0,18,0,0
2019,18/05/2019,0,0,0,0,7,0,0,0,0,0,0,0,0,13,5,7,2,0,0,5,10,0,13,5,1,0,18,1,0,20,1,0
2019,25/05/2019,0,0,0,4,8,0,0,0,0,0,0,0,0,9,0,4,1,0,0,2,23,0,6,6,0,0,5,4,0,25,1,0
2019,1/6/2019,0,0,0,0,28,0,0,1,0,0,0,5,5,9,0,4,3,0,0,10,8,0,10,4,0,0,10,7,0,18,0,0
2019,8/6/2019,0,0,1,0,22,0,0,1,0,0,0,1,9,15,0,3,3,1,1,19,8,0,5,5,0,0,5,3,0,35,0,0
2019,15/06/2019,0,0,0,0,26,0,0,1,0,0,1,5,2,18,0,8,5,0,0,31,8,0,9,8,1,0,7,0,0,39,0,0
2019,22/06/2019,0,0,0,1,25,0,0,1,0,0,1,3,6,30,0,2,5,3,0,32,23,0,10,8,0,0,2,2,0,42,1,0
2019,29/06/2019,0,0,0,0,1,0,0,0,0,0,5,10,9,35,0,6,11,3,0,43,8,0,14,15,1,0,3,0,0,156,0,0
2019,6/7/2019,0,0,0,1,36,0,0,0,0,0,3,6,1,60,0,9,0,0,0,36,30,0,13,14,0,0,6,1,0,118,0,0
2019,13/07/2019,0,0,0,0,35,0,0,3,0,0,2,12,5,59,0,16,9,1,2,6,24,0,13,9,0,0,1,1,0,123,1,0
2019,20/07/2019,0,0,0,0,80,0,0,1,0,0,2,8,4,64,0,9,9,0,3,0,1,0,21,19,0,0,2,5,0,108,1,0
2019,27/07/2019,0,0,0,1,33,0,0,0,0,0,4,26,2,93,0,22,0,3,8,1,34,0,25,26,0,0,2,3,0,77,0,0
2019,3/8/2019,0,0,0,0,60,0,0,3,0,0,3,10,22,67,0,27,16,3,10,90,40,0,14,51,1,0,0,3,0,389,2,0
2019,10/8/2019,0,0,1,1,38,0,2,0,0,0,2,5,13,77,0,42,4,3,5,21,21,0,25,29,0,2,0,11,0,517,1,0
2019,17/08/2019,0,0,2,1,3,0,0,2,0,0,1,1,49,230,0,25,3,6,17,46,47,0,25,70,1,3,3,15,0,177,8,0
2019,24/08/2019,0,0,0,1,3,0,0,4,0,0,7,0,41,257,0,39,13,6,11,63,71,1,17,89,0,7,1,12,0,346,8,0
2019,31/08/2019,0,0,0,1,11,1,0,1,0,0,6,78,46,181,0,48,24,5,0,90,36,0,11,102,1,4,0,17,0,339,13,0
2019,7/9/2019,0,0,1,1,8,0,0,9,0,0,7,9,29,525,10,51,24,23,4,75,77,0,44,150,1,2,4,25,0,803,18,0
2019,14/09/2019,1,0,0,1,17,0,0,5,0,0,7,4,51,732,2,51,35,26,12,58,143,1,12,1,1,7,3,11,0,636,20,0
2019,21/09/2019,0,0,0,0,0,0,0,7,0,0,3,7,40,711,19,37,25,34,12,51,44,1,73,3,0,2,5,7,0,375,15,0
2019,28/09/2019,0,0,3,4,8,2,1,4,0,0,13,8,78,533,0,60,37,8,2,122,101,1,48,93,1,12,7,2,0,742,8,0
2019,5/10/2019,2,0,7,1,7,1,3,6,0,0,14,29,104,370,0,31,30,3,21,31,75,0,40,73,3,17,9,4,0,494,18,1
2019,12/10/2019,0,0,7,3,1,15,5,3,0,12,3,0,69,432,0,65,20,4,16,49,127,5,50,88,2,31,1,9,0,375,10,2
2019,19/10/2019,3,2,6,2,5,3,7,9,0,13,5,7,107,321,0,53,26,5,44,34,50,0,54,192,8,39,5,12,0,106,2,8
2019,26/10/2019,0,0,13,3,0,3,5,10,0,3,14,8,0,422,0,46,5,1,26,20,153,0,5,63,8,34,6,13,0,250,17,4
2019,2/11/2019,2,0,5,2,1,2,9,8,0,14,19,7,57,385,4,52,31,11,23,15,69,6,17,20,24,39,7,19,0,402,26,21
2019,9/11/2019,4,0,1,0,2,4,24,6,0,5,26,7,33,333,0,48,15,15,14,24,65,4,11,147,38,45,4,21,0,264,13,8
2019,16/11/2019,0,1,6,6,5,2,13,6,0,5,21,6,15,350,0,75,23,38,23,11,14,7,17,45,17,22,4,15,0,341,7,4
2019,23/11/2019,0,0,4,0,10,0,4,6,0,0,20,6,22,248,0,34,5,7,20,8,22,1,12,15,4,30,5,10,0,100,5,5
2019,30/11/2019,2,0,2,1,1,0,5,6,0,0,8,4,8,153,0,35,2,8,48,5,9,2,23,38,23,17,1,5,0,350,2,9
2019,7/12/2019,0,1,0,2,1,1,11,6,0,0,18,8,8,363,8,27,0,16,31,9,9,3,32,54,9,22,11,4,0,440,10,0
2019,14/12/2019,1,0,4,4,1,0,4,0,0,0,14,22,5,201,0,18,1,4,20,19,7,1,48,3,27,7,8,11,0,303,10,1
2019,21/12/2019,0,0,1,1,1,0,2,0,0,0,7,6,4,252,2,41,0,5,13,1,0,0,49,31,18,11,7,6,0,400,22,0
2019,28/12/2019,0,0,0,0,0,0,0,0,0,0,1,4,0,20,0,4,0,0,23,0,0,0,1,1,0,1,0,0,0,2,16,0
2020,4/1/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,11/1/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,1,0,0,11,3,0
2020,18/01/2020,0,0,1,1,2,0,0,2,0,0,0,2,4,4,0,1,2,3,0,0,3,0,6,0,4,1,3,0,0,31,1,0
2020,25/01/2020,0,0,0,1,3,0,0,0,0,0,0,5,1,8,0,7,0,1,0,1,1,0,27,0,3,0,5,0,0,47,7,0
2020,1/2/2020,0,0,0,0,4,0,0,2,0,0,1,3,3,19,0,8,0,3,0,3,1,0,12,0,7,1,5,0,0,18,9,0
2020,8/2/2020,0,0,0,2,0,0,0,2,0,0,0,6,2,8,0,5,0,1,0,3,1,0,16,0,6,0,3,3,0,91,5,0
2020,15/02/2020,0,0,0,0,3,0,0,7,0,0,0,7,3,12,1,12,0,4,0,1,2,0,5,0,4,0,4,6,0,46,4,0
2020,22/02/2020,0,0,1,2,1,0,0,1,0,0,0,7,1,10,0,4,1,2,0,1,0,0,13,0,2,1,14,2,0,54,3,0
2020,29/02/2020,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,1,1,1,0,0,1,0,8,0,0,0,25,2,0,35,1,0
2020,7/3/2020,0,0,0,0,5,0,0,3,0,0,0,9,2,6,7,5,0,0,0,0,2,0,6,1,2,0,17,4,0,42,4,0
2020,14/03/2020,0,0,1,0,3,0,0,1,0,0,0,2,2,2,0,5,0,0,0,2,1,0,1,15,0,0,7,0,0,28,2,0
2020,21/03/2020,0,0,0,0,4,0,0,0,0,0,0,6,2,4,0,11,1,0,0,1,0,0,0,14,3,0,6,0,0,24,2,0
2020,28/03/2020,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,10,1,2,0,0,0,0,2,1,0,0,7,2,0,28,0,0
2020,4/4/2020,0,0,0,0,1,0,0,0,0,0,0,0,1,15,0,6,0,1,0,0,0,1,0,1,2,0,0,0,0,24,0,0
2020,11/4/2020,0,0,0,0,1,0,0,0,0,0,0,2,6,10,0,2,0,0,0,1,4,0,0,8,0,0,9,1,0,21,2,0
2020,18/04/2020,0,0,0,0,1,0,0,1,0,0,0,0,2,12,0,4,1,1,0,0,0,0,1,8,0,0,0,2,0,19,0,0
2020,25/04/2020,0,0,0,0,1,0,0,0,0,0,0,2,6,29,0,4,0,0,0,0,1,0,0,17,0,0,1,2,0,7,0,0
2020,2/5/2020,0,0,0,1,1,0,0,1,0,0,0,2,6,36,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,13,1,0
2020,9/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,13,0,3,0,3,0,0,0,35,3,0,0,1,0,26,0,0
2020,16/05/2020,0,0,0,0,0,0,0,0,0,0,0,0,1,29,16,9,0,0,0,0,19,22,0,16,0,0,0,0,0,15,0,0
2020,23/05/2020,0,0,0,0,3,0,0,0,0,0,0,3,0,56,0,0,1,0,0,0,9,22,0,26,2,0,0,2,0,14,0,0
2020,30/05/2020,0,0,0,0,0,0,0,0,0,0,1,6,11,94,0,16,0,1,0,2,3,0,1,50,0,0,2,4,0,22,0,0
2020,6/6/2020,0,0,0,0,4,0,0,1,0,0,0,0,14,67,0,26,4,1,0,1,0,3,0,26,2,0,0,0,0,3,0,0
2020,13/06/2020,0,0,0,0,0,0,0,3,0,0,0,0,12,105,9,136,1,0,0,1,23,2,0,0,0,0,0,11,0,25,0,1
2020,20/06/2020,0,0,0,0,0,0,0,4,0,0,0,0,24,78,6,0,8,0,1,0,0,3,0,0,1,0,0,2,0,12,1,0
2020,27/06/2020,0,0,0,1,1,0,0,0,0,0,1,0,47,87,0,75,3,3,1,1,16,2,1,56,2,0,0,43,0,14,1,0
2020,4/7/2020,0,0,1,0,2,0,0,1,0,0,0,1,6,77,0,0,11,0,5,0,20,2,3,0,0,0,0,13,0,17,0,0
2020,11/7/2020,0,0,0,0,0,0,0,0,0,0,0,1,38,101,0,25,8,1,5,1,0,4,0,1,2,0,0,4,0,26,0,0
2020,18/07/2020,0,0,0,0,0,0,0,1,0,0,3,2,41,104,0,227,9,4,10,3,42,16,3,0,1,0,0,24,0,11,0,0
2020,25/07/2020,0,0,0,0,1,0,0,0,0,0,0,1,5,42,0,15,11,0,2,0,7,21,2,0,5,0,0,21,0,17,0,0
2020,1/8/2020,0,0,0,0,2,0,0,0,0,0,0,0,67,67,0,41,14,0,0,0,39,10,1,44,1,0,0,11,0,45,0,0
2020,8/8/2020,0,0,0,0,0,0,0,1,0,0,6,0,0,200,18,120,10,8,18,16,7,37,0,99,0,0,0,8,0,3,1,0
2020,15/08/2020,0,0,0,0,3,0,0,2,0,0,1,2,0,93,0,35,8,0,8,5,38,6,1,81,3,0,2,63,0,27,0,0
2020,22/08/2020,0,0,0,0,0,0,4,4,0,1,1,49,0,70,0,31,19,1,14,3,23,8,2,0,7,0,0,50,0,15,0,0
2020,29/08/2020,0,0,0,0,1,0,1,6,0,13,5,2,2,136,1,141,19,5,15,5,55,46,2,231,5,0,0,86,0,12,0,0
2020,5/9/2020,0,0,0,0,3,0,21,1,0,8,5,1,71,166,14,48,29,11,21,2,43,15,0,119,5,0,0,108,0,17,0,1
2020,12/9/2020,0,0,0,0,0,0,18,7,0,7,15,16,1,216,10,84,44,10,28,5,28,20,0,98,13,0,1,161,0,18,0,0
2020,19/09/2020,0,0,0,0,2,0,19,10,0,5,4,4,0,194,33,99,41,4,36,5,34,22,0,86,7,0,0,169,0,9,1,0
2020,26/09/2020,0,0,0,0,4,0,28,3,0,20,28,15,0,262,1,146,25,10,49,17,70,18,1,1,25,0,1,123,0,16,1,0
2020,3/10/2020,0,0,1,0,2,0,75,9,0,12,42,1,2,217,10,97,16,12,71,5,60,16,0,145,34,0,0,201,0,42,1,1
2020,10/10/2020,0,0,1,1,3,0,74,11,0,2,42,33,250,245,54,79,33,16,75,14,59,6,0,5,32,0,0,211,0,35,0,5
2020,17/10/2020,0,0,3,0,1,0,55,11,0,14,5,1,23,199,0,88,11,9,112,2,33,22,0,1,13,0,0,14,0,24,0,2
2020,24/10/2020,0,0,1,0,3,0,63,15,0,11,11,2,18,195,23,85,15,8,354,9,32,17,0,3,81,1,0,55,0,26,0,2
2020,31/10/2020,0,0,1,0,4,0,81,15,0,12,32,2,3,294,0,141,1,13,464,5,45,8,1,2,16,1,0,100,0,37,0,2
2020,7/11/2020,0,0,2,0,2,0,135,9,0,11,33,0,19,312,6,92,0,29,77,3,16,15,0,1,18,1,0,34,0,30,0,2
2020,14/11/2020,0,0,3,0,1,0,91,5,0,1,26,0,8,145,3,69,13,9,267,3,1,0,0,36,2,0,1,81,0,6,0,0
2020,21/11/2020,0,0,0,0,1,0,48,9,0,1,9,1,13,161,0,94,12,39,103,5,0,1,0,272,45,0,0,73,0,21,0,3
2020,28/11/2020,0,0,2,0,5,0,77,8,0,2,26,1,5,98,0,56,9,20,83,0,26,1,1,125,57,0,0,29,0,9,0,0
2020,5/12/2020,0,0,1,0,2,0,30,11,0,2,9,0,10,32,4,35,6,6,17,0,16,1,0,108,7,0,0,103,0,9,0,0
2020,12/12/2020,0,0,1,0,0,0,50,5,0,0,2,0,1,58,0,49,3,9,86,8,19,0,0,47,25,0,0,29,0,18,0,0
2020,19/12/2020,0,0,2,0,1,0,13,4,0,0,8,0,2,25,0,40,8,3,9,4,5,0,0,0,12,0,0,10,0,6,0,0
2020,26/12/2020,0,0,5,0,1,0,5,6,0,0,3,1,1,10,0,26,0,1,1,1,1,0,1,39,0,0,0,4,0,3,0,0
2020,2/1/2021,0,0,0,0,1,0,2,3,0,0,0,0,0,4,10,4,1,0,0,0,0,0,0,35,0,0,0,8,0,0,0,0
2021,9/1/2021,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,16/01/2021,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,0,2,0,0,0,0,0,1,0,0,1,0,2,0,0
2021,23/01/2021,0,0,1,0,0,0,0,2,0,0,0,0,0,4,0,2,0,0,1,0,0,0,0,5,2,0,0,0,0,0,0,0
2021,30/01/2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0
2021,6/2/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
2021,13/02/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2021,20/02/2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
2021,27/02/2021,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
2021,6/3/2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,0,0
2021,13/03/2021,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2021,20/03/2021,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2021,27/03/2021,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2021,3/4/2021,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0
2021,10/4/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0
2021,17/04/2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0
2021,24/04/2021,0,0,0,0,2,0,0,3,0,0,1,2,0,1,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1/5/2021,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,1,2,0,0,2,0,0,0,0,1,0,1,0,0,9,0,0
